name_correct,name_source,woj
PRZ. PRZEMYSŁOWO-HAN. 'HETMAN' SP. O.O.,PPH HETMAN SP Z O.O.,10
PRZ. PRZEMYSŁOWO-HAN. 'HETMAN' SP. O.O.,Przedsiębiorstwo Przemysłowo-Handlowe Hetman Sp z o.o.,10
PRZ. PRZEMYSŁU DRZEWNEGO 'POLTAREX' SP. O.O.,"PRZEDSIĘBIORSTWO PRZEMYSŁU DRZEWNEGO ""POLTAREX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",22
PRZ. PRZEMYSŁU DRZEWNEGO 'POLTAREX' SP. O.O.,Przedsiębiorstwo Przemysłu Drzewnego POLTAREX Sp. z o.o. Tartak w Bielsku,22
"PRZ. ROBÓT BUD. ""DUO-FACH"" S.C.    RAFAŁ WIEWIÓRA, AGNIESZKA WIEWIÓRA","PRZEDSIĘBIORSTWO ROBÓT BUDOWLANYCH ""DUO-FACH"" S.C. RAFAŁ WIEWIÓRA, AGNIESZKA WIEWIÓRA",24
"PRZ. ROBÓT BUD. ""DUO-FACH"" S.C.    RAFAŁ WIEWIÓRA, AGNIESZKA WIEWIÓRA","Przedsiębiorstwo Robót Budowlanych ""DUO-FACH"" spółka cywilna",24
PRZ. ROBÓT ELEKTRYCZNYCH 'ZRYW' SP. O.O. W JAROSŁAWIU,"PRZEDSIĘBIORSTWO ROBÓT ELEKTRYCZNYCH ""ZRYW"" Sp. z o.o.",18
PRZ. ROBÓT ELEKTRYCZNYCH 'ZRYW' SP. O.O. W JAROSŁAWIU,"PRZEDSIĘBIORSTWO ROBÓT ELEKTRYCZNYCH ""ZRYW"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W JAROSŁAWIU",18
PRZ. ROBÓT GÓRNICZYCH I BUD. SPEC-GÓR SP. O.O.,PRGiB SPEC-GÓR Sp. z o. o.,24
PRZ. ROBÓT GÓRNICZYCH I BUD. SPEC-GÓR SP. O.O.,PRZEDSIĘBIORSTWO ROBÓT GÓRNICZYCH I BUDOWLANYCH SPEC-GÓR Sp. z o. o.,24
PRZ. SPRZĘTU I TRANSPORTU 'EM-TECH' SP. O.O.,"PRZEDSIĘBIORSTWO SPRZĘTU I TRANSPORTU ""EM-TECH"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",04
PRZ. SPRZĘTU I TRANSPORTU 'EM-TECH' SP. O.O.,Przedsiębiorstwo Sprzętu i Transportu EM-Tech Sp. z o.o.,04
"PRZ. USŁ. 'CLEAN-BUD' SPÓŁKA JAWNA JAROSŁAW ROMANOWSKI, HANNA ROMANOWS","PRZEDSIĘBIORSTWO USŁUGOWE ""CLEAN-BUD"" SPÓŁKA JAWNA JAROSŁAW ROMANOWSKI, HANNA ROMANOWSKA",22
"PRZ. USŁ. 'CLEAN-BUD' SPÓŁKA JAWNA JAROSŁAW ROMANOWSKI, HANNA ROMANOWS","Przedsiębiorstwo Usługowe ""CLEAN-BUD"" Spółka Jawna Jarosław Romanowski, HannaRomanowska",22
"PRZ. USŁ. 'CLEAN-BUD' SPÓŁKA JAWNA JAROSŁAW ROMANOWSKI, HANNA ROMANOWS","PU ""CLEAN-BUD"" SP.J. JAROSŁAW ROMANOWSKI, HANNA ROMANOWSKA",22
PRZ. USŁ. 'POŁUDNIE II' SP. O.O.,"PRZEDSIĘBIORSTWO USŁUGOWE ""POŁUDNIE II"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",12
PRZ. USŁ. 'POŁUDNIE II' SP. O.O.,"PRZEDSIĘBIORSTWO USŁUGOWE ""POŁUDNIE II"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ - Zakład Pracy Chronionej",12
PRZ. USŁ. HAN. 'KONTRA' SP. O.O.,"Przedsiębiorstwo Usługowo Handlowe ""KONTRA"" Sp. z o.o.    ",24
PRZ. USŁ. HAN. 'KONTRA' SP. O.O.,"PRZEDSIĘBIORSTWO USŁUGOWO HANDLOWE ""KONTRA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",24
PRZ. USŁ.-HAN. 'GAMA' SPÓŁKA JAWNA ANTONI GRABALSKI I WSPÓLNICY,"""GAMA"" PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWE SP.J. Antoni Grabalski i Wspólnicy",32
PRZ. USŁ.-HAN. 'GAMA' SPÓŁKA JAWNA ANTONI GRABALSKI I WSPÓLNICY,"PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWE ""GAMA"" SPÓŁKA JAWNA ANTONI GRABALSKI I WSPÓLNICY",32
PRZ. USŁUG KOMUNALNYCH 'EMPOL' SP. O.O.,"Przedsiębiorstwo Usług Komunalnych ,,EMPOL"" sp. z o. o.",12
PRZ. USŁUG KOMUNALNYCH 'EMPOL' SP. O.O.,"Przedsiębiorstwo Usług Komunalnych ""Empol"" Sp. z o.o.",12
PRZ. USŁUG KOMUNALNYCH 'EMPOL' SP. O.O.,"PRZEDSIĘBIORSTWO USŁUG KOMUNALNYCH ""EMPOL"" SP.ZO.O.",12
PRZ. USŁUG KOMUNALNYCH 'EMPOL' SP. O.O.,PUK EMPOL Sp z o o,12
PRZ. WIELOBR. 'KAL-PAP' SP. O.O.,"PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""KAL-PAP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",30
PRZ. WIELOBR. 'KAL-PAP' SP. O.O.,PRZEDSIĘBIORSTWO WIELOBRANŻOWE KAL-PAP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,30
PRZ. WIELOBR. 'ROLMAG' SP. O.O.,"PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""ROLMAG"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",22
PRZ. WIELOBR. 'ROLMAG' SP. O.O.,PRZEDSIĘBIORSTWO WIELOBRANŻOWE ROLMAG SP. Z O. O.,22
PRZ. WIELOBR. ROMIX SP. O.O.,"""ROMIX""",30
PRZ. WIELOBR. ROMIX SP. O.O.,PRZEDSIĘBIORSTWO WIELOBRANŻOWE ROMIX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,30
PRZ. WODOCIĄGÓW I KANALIZACJI SP. O.O.,Przedsiębiorstwo Wodociągów i Kanalizacji Sp. z o.o.,08
PRZ. WODOCIĄGÓW I KANALIZACJI SP. O.O.,Przedsiębiorstwo Wodociągów i Kanalizacji Sp. z o.o. w Hajnówce,20
PRZ. WODOCIĄGÓW I KANALIZACJI SP. O.O.,PRZEDSIĘBIORSTWO WODOCIĄGÓW I KANALIZACJI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,20
"PRZEDIĘBIORSTWO HANDLOWO-USŁUGOWE ""MAJKI"" BEATA WALUSIAK","PRZEDIĘBIORSTWO HANDLOWO-USŁUGOWE ""MAJKI"" BEATA WALUSIAK",28
"PRZEDIĘBIORSTWO HANDLOWO-USŁUGOWE ""MAJKI"" BEATA WALUSIAK","Przedsiębiorstwo Handlowo-Usługowe ""MAJKI"" Beata Walusiak",28
"PRZEDSIĘBIOESTWO BUDOWLANE ""CIECHBUD"" SP. Z O.O.","Przedsiębiorstwo Budowlane ""CIECHBUD"" SP. Z O.O.",28
"PRZEDSIĘBIOESTWO BUDOWLANE ""CIECHBUD"" SP. Z O.O.","Przedsiębiorstwo Budowlane ""CIECHBUD"" Spółka z o.o.",28
"PRZEDSIĘBIORSTWO  HANDLOWO - USŁUGOWE ""NIUKI"" SYLWESTER NOWIK","Przedsiębiorstwo Handlowo - Usługowe ""Niuki"" Sylwester Nowik",18
"PRZEDSIĘBIORSTWO  HANDLOWO - USŁUGOWE ""NIUKI"" SYLWESTER NOWIK","Przedsiębiorstwo Handlowo-Usługowe ""Niuki"" Sylwester Nowik",18
"PRZEDSIĘBIORSTWO ""CONCEPT STAL"" B&S LEJMAN SPÓŁKA JAWNA","PRZEDSIĘBIORSTWO ""CONCEPT STAL"" B&S LEJMAN SPÓŁKA JAWNA",06
"PRZEDSIĘBIORSTWO ""CONCEPT STAL"" B&S LEJMAN SPÓŁKA JAWNA",PRZEDSIĘBIORSTWO CONCEPT STAL B&S LEJMAN SPÓŁKA JAWNA,06
"PRZEDSIĘBIORSTWO ""DOM KSIĄŻKI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Przedsiębiorstwo ""Dom Książki"" Sp. z o.o. ",14
"PRZEDSIĘBIORSTWO ""DOM KSIĄŻKI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","PRZEDSIĘBIORSTWO ""DOM KSIĄŻKI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",14
"PRZEDSIĘBIORSTWO ""HYDROMEL"" SPÓŁKA AKCYJNA","PRZEDSIĘBIORSTWO ""HYDROMEL"" S.A.",24
"PRZEDSIĘBIORSTWO ""HYDROMEL"" SPÓŁKA AKCYJNA",Przedsiębiorstwo HYDROMEL S.A.,24
"PRZEDSIĘBIORSTWO ""TOOLCO"" Kazimierz Mitroszewski","PRZEDSIĘBIORSTWO ""TOOLCO"" Kazimierz Mitroszewski",20
"PRZEDSIĘBIORSTWO ""TOOLCO"" Kazimierz Mitroszewski",Przedsiębiorstwo TOOLCO Kazimierz Mitroszewski ,20
PRZEDSIĘBIORSTWO BUDOWLANE KONSTANTY STRUS,Konstanty Strus PRZEDSIĘBIORSTWO BUDOWLANE KONSTANTY STRUS,14
PRZEDSIĘBIORSTWO BUDOWLANE KONSTANTY STRUS,Przedsiębiorstwo Budowlane Konstanty Strus,14
PRZEDSIĘBIORSTWO BUDOWLANE KONSTANTY STRUS,Przedsiębiorstwo Budowlane Konstanty STRUS,14
Przedsiębiorstwo Budowlane Tomasz Rytter,PRZEDSIĘBIORSTWO BUDOWLANE RYTTER TOMASZ,02
Przedsiębiorstwo Budowlane Tomasz Rytter,Rytter Tomasz Przedsiębiorstwo Budowlane Rytter,02
"PRZEDSIĘBIORSTWO BUDOWNICTWA PRZEMYSŁOWEGO ""PRZEM-BUD"" SPÓŁKA Z OGRANICZ","PRZEDSIĘBIORSTWO BUDOWNICTWA PRZEMYSŁOWEGO ""PRZEM-BUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ",24
"PRZEDSIĘBIORSTWO BUDOWNICTWA PRZEMYSŁOWEGO ""PRZEM-BUD"" SPÓŁKA Z OGRANICZ",Przedsiębiorstwo Budownictwa Przemysłowego PRZEM-BUD Sp. z o.o.,24
PRZEDSIĘBIORSTWO BUDOWY DRÓG I MOSTÓW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALN,Przedsiębiorstwo Budowy Dróg i Mostów Sp. z o.o.,14
PRZEDSIĘBIORSTWO BUDOWY DRÓG I MOSTÓW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALN,Przedsiębiorstwo Budowy Dróg i Mostów Sp.z o.o.,14
"PRZEDSIĘBIORSTWO BUDOWY PIECÓW PRZEMYSŁOWYCH ""PIEC-BUD"" WROCŁAW - SPÓŁKA",Przedsiębiorstwo Budowy Pieców Przemysłowych PIEC-BUD Sp. z o.o.,02
"PRZEDSIĘBIORSTWO BUDOWY PIECÓW PRZEMYSŁOWYCH ""PIEC-BUD"" WROCŁAW - SPÓŁKA",Przedsiębiorstwo Budowy Pieców Przemysłowych PIEC-BUD Wrocław Sp. z o.o.,02
PRZEDSIĘBIORSTWO DROGOWO - MOSTOWE WŁODAWA SPÓŁKA Z OGRANICZONĄ ODPOWIED,Przedsiębiorstwo Drogowo - Mostowe Sp. z o. o. we Włodawie,06
PRZEDSIĘBIORSTWO DROGOWO - MOSTOWE WŁODAWA SPÓŁKA Z OGRANICZONĄ ODPOWIED,PRZEDSIĘBIORSTWO DROGOWO - MOSTOWE WŁODAWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ Z SIEDZIBĄ W STRUPINIE DUŻYM,06
PRZEDSIĘBIORSTWO DROGOWO-MOSTOWE SPÓŁKA AKCYJNA,Przedsiębiorstwo Drogowo-Mostowe S.A.,18
PRZEDSIĘBIORSTWO DROGOWO-MOSTOWE SPÓŁKA AKCYJNA,PRZEDSIĘBIORSTWO DROGOWO-MOSTOWE SPÓŁKA AKCYJNA,18
"PRZEDSIĘBIORSTWO DRZEWNE ""JAWOR"" - ANTONI JAN GAWIŃSKI","PRZEDSIĘBIORSTWO DRZEWNE ""JAWOR"" - ANTONI JAN GAWIŃSKI",28
"PRZEDSIĘBIORSTWO DRZEWNE ""JAWOR"" - ANTONI JAN GAWIŃSKI","Przedsiębiorstwo Drzewne ""JAWOR""A.J Gawiński",28
PRZEDSIĘBIORSTWO EL-IN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Przedsiębiorstwo EL-IN Sp. z o.o.,10
PRZEDSIĘBIORSTWO EL-IN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PRZEDSIĘBIORSTWO EL-IN SP. Z O.O.,10
PRZEDSIĘBIORSTWO GOSPODARKI KOMUNALNEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIAL,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o. o.,08
PRZEDSIĘBIORSTWO GOSPODARKI KOMUNALNEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIAL,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o.,20
PRZEDSIĘBIORSTWO GOSPODARKI KOMUNALNEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIAL,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o.,32
PRZEDSIĘBIORSTWO GOSPODARKI KOMUNALNEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIAL,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o. w Zamościu,06
PRZEDSIĘBIORSTWO GOSPODARKI KOMUNALNEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIAL,PRZEDSIĘBIORSTWO GOSPODARKI KOMUNALNEJ SPÓŁKA Z O. O.,10
Przedsiębiorstwo Handlow-Usługowe- Czartoszewska Helena,Przedsiębiorstwo Handlow-Usługowe- Czartoszewska Helena,20
Przedsiębiorstwo Handlow-Usługowe- Czartoszewska Helena,Przedsiębiorstwo Handlowo - Usługowe Czartoszewska Helena,20
"PRZEDSIĘBIORSTWO HANDLOWE ""CHEMIA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚC","PH CHEMIA Sp. z o.o. w Gdańsku,  Hurtownia w Iławie",22
"PRZEDSIĘBIORSTWO HANDLOWE ""CHEMIA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚC","PRZEDSIĘBIORSTWO HANDLOWE ""CHEMIA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",22
"PRZEDSIĘBIORSTWO HANDLOWE ""SABO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Przedsiębiorstwo Handlowe ""SABO"" Spółka z ograniczoną odpowiedzialnością s.k.",20
"PRZEDSIĘBIORSTWO HANDLOWE ""SABO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","PRZEDSIĘBIORSTWO HANDLOWE ""SABO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA",20
"Przedsiębiorstwo Handlowe ""YES"" Janusz Kurowski","Przedsiębiorstwo Handlowe "" Yes"" Janusz Kurowski",22
"Przedsiębiorstwo Handlowe ""YES"" Janusz Kurowski","Przedsiębiorstwo Handlowe ""YES"" Janusz Kurowski",22
PRZEDSIĘBIORSTWO HANDLOWE A-T SPÓŁKA AKCYJNA,A-T S.A. Przedsiębiorstwo Handlowe,30
PRZEDSIĘBIORSTWO HANDLOWE A-T SPÓŁKA AKCYJNA,Przedsiębiorstwo handlowe A-T s.a.,30
PRZEDSIĘBIORSTWO HANDLOWE A-T SPÓŁKA AKCYJNA,Przedsiębiorstwo handlowe A-T S.A.,30
PRZEDSIĘBIORSTWO HANDLOWE A-T SPÓŁKA AKCYJNA,PRZEDSIĘBIORSTWO HANDLOWE A-T S.A.,30
PRZEDSIĘBIORSTWO HANDLOWE A-T SPÓŁKA AKCYJNA,PRZEDSIĘBIORSTWO HANDLOWE A-T S.A. KROTOSZYN,30
PRZEDSIĘBIORSTWO HANDLOWE A-T SPÓŁKA AKCYJNA,PRZEDSIĘBIORSTWO HANDLOWE A-T SPÓŁKA AKCYJNA,30
PRZEDSIĘBIORSTWO HANDLOWE A-T SPÓŁKA AKCYJNA,PRZEDSIĘBIORSTWO HANDLOWE A-T SPÓŁKA AKCYJNA W RESTRUKTURYZACJI,30
PRZEDSIĘBIORSTWO HANDLOWE CHUDAK SPÓŁKA JAWNA,Przedsiębiorstwo Handlowe Chudak S.J,30
PRZEDSIĘBIORSTWO HANDLOWE CHUDAK SPÓŁKA JAWNA,PRZEDSIĘBIORSTWO HANDLOWE CHUDAK SPÓŁKA JAWNA,30
PRZEDSIĘBIORSTWO HANDLOWE CORRADO - Radosław Gontarz, Przedsiębiorstwo Handlowe CORRADO ,06
PRZEDSIĘBIORSTWO HANDLOWE CORRADO - Radosław Gontarz,"PRZEDSIĘBIORSTWO HANDLOWE ""CORRADO"" RADOSŁAW GONTARZ",06
"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""LUBINPEX"" SPÓŁKA Z OGRANICZONĄ ODP","PHU ""LUBINPEX"" Sp. z o.o.",02
"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""LUBINPEX"" SPÓŁKA Z OGRANICZONĄ ODP",PHU LUBINPEX SP Z O.O.,02
"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""LUBINPEX"" SPÓŁKA Z OGRANICZONĄ ODP",PHU Lubinpex Sp. z o.o.,02
"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""LUBINPEX"" SPÓŁKA Z OGRANICZONĄ ODP",PHU Lubinpex.Sp. z o.o.,02
"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""POLERS"" A.KACZMAREK I S-KA SPÓŁKA","PHU ""Polers""  A. Kaczmarek i s-ka Spółka Jawna",02
"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""POLERS"" A.KACZMAREK I S-KA SPÓŁKA",PHU POLERS A. Kaczmarek i S-ka Spółka Jawna,02
"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""POLERS"" A.KACZMAREK I S-KA SPÓŁKA","Przedsiębiorstwo Handlowo-Usługowe ""POLERS"" A.Kaczmarek i S-KA Spółka Jawna",02
"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""RABA"" LESZEK RADZAJ, ROMAN GRZEGOR","PRZEDSIĘBIORSTWO HANDLOWE ""RABA"" Spółka Jawna",20
"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""RABA"" LESZEK RADZAJ, ROMAN GRZEGOR","PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""RABA"" LESZEK RADZAJ, ROMAN GRZEGORZ BARTOSZEWICZ SPÓŁKA JAWNA",20
Przedsiebiorstwo Handlowo - Usługowe Adam Grabowski,PHU ADAM GRABOWSKI,12
Przedsiebiorstwo Handlowo - Usługowe Adam Grabowski,Przedsiebiorstwo Handlowo - Usługowe Adam Grabowski,12
PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE JAROSŁAW DUDZIK,P.H.U.  JAROSŁAW DUDZIK,26
PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE JAROSŁAW DUDZIK,Przedsiębiorstwo Handlowo-Usługowe Jarosław Dudzik Cedzyna,26
"PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ""PARTNER"" SPÓŁKA Z OGRANICZONĄ ODPOWI","PHU ""Partner"" sp. z o.o",08
"PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ""PARTNER"" SPÓŁKA Z OGRANICZONĄ ODPOWI","PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ""PARTNER"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",08
"PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ""PARTNER"" SPÓŁKA Z OGRANICZONĄ ODPOWI",PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ''PARTNER'' SPÓŁKA Z O.O.,08
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ANDRZEJ WZIĄTEK,PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE  ANDRZEJ WZIĄTEK,22
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ANDRZEJ WZIĄTEK,Przedsiębiorstwo Handlowo Usługowe Andrzej Wziątek,22
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ANDRZEJ WZIĄTEK,Przedsiębiorstwo Handlowo-Usługowe Andrzej Wziątek,22
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ANTONIUK ANDRZEJ,PHU Andrzej Antoniuk,28
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ANTONIUK ANDRZEJ,PHU Andrzej ANTONIUK,28
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE MAREK CHABECKI,Przedsiębiorstwo Handlowo- Usługowe Marek Chabecki,02
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE MAREK CHABECKI,PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE M. CHABECKI,02
"Przedsiębiorstwo Handlowo- Usługowe ""MATEO"" Stanisław Cabaj","Przedsiębiorstwo Handlowo - Usługowe ""MATEO"" Stanisław Cabaj",18
"Przedsiębiorstwo Handlowo- Usługowe ""MATEO"" Stanisław Cabaj","PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""MATEO"" STANISŁAW CABAJ",18
"PRZEDSIĘBIORSTWO HANDLOWO-PRODUKCYJNE ""BAGIETKA"" SPÓŁKA Z OGRANICZONĄ OD",P.H.P. BAGIETKA SP. Z O.O.,22
"PRZEDSIĘBIORSTWO HANDLOWO-PRODUKCYJNE ""BAGIETKA"" SPÓŁKA Z OGRANICZONĄ OD","Przedsiębiorstwo Handlowo Produkcyjne ""BAGIETKA"" Spółka z.o.o.",22
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE  HeNET    HENRYK SADŁO,Przedsiębiorstwo Handlowo- Usługowe HeNET Sadło Henryk,24
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE  HeNET    HENRYK SADŁO,PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE HENET SADŁO HENRYK,24
"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""FILPEX"" JACEK FĄFARA",Przedsiębiorstwo Handlowo - Usługowe FILPEX                            ,26
"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""FILPEX"" JACEK FĄFARA","Przedsiębiorstwo Handlowo-Usługowe ""FILPEX""",26
"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""FILPEX"" JACEK FĄFARA","PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""FILPEX"" JACEK FĄFARA",26
"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""HYDRAULIK"" KAZIMIERZ KONAT, RENATA K","P.H.U. ""HYDRAULIK"" spółka jawna grupa SBSKazimierz Konat, Renata Konat",04
"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""HYDRAULIK"" KAZIMIERZ KONAT, RENATA K","Przedsiębiorstwo Handlowo-Usługowe ""Hydraulik"" K.R. KONAT Sp. Jawna Grupa SBS Tuchola",04
"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""PILAR' TABOR TADEUSZ","PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""PILAR' TABOR TADEUSZ",32
"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""PILAR' TABOR TADEUSZ","Przedsiębiorstwo Handlowo-Usługowe ""PILAR"" Tadeusz Tabor",32
"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""WULKANEX"" STAPIŃSKI KRZYSZTOF","Krzysztof Stapiński PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""WULKANEX"" ",18
"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""WULKANEX"" STAPIŃSKI KRZYSZTOF","PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""WULKANEX"" STAPIŃSKI KRZYSZTOF",18
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE LINOFLOOR MARCIN KUCZYŃSKI,"Przedsiębiorstwo Handlowo Usługowe ""Linofloor"""" Marcin Kuczyński",20
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE LINOFLOOR MARCIN KUCZYŃSKI,Przedsiębiorstwo Handlowo-Usługowe Linofloor Marcin Kuczyński,20
PRZEDSIĘBIORSTWO HANDLU SPRZĘTEM ROLNICZYM AGROMA SPÓŁKA AKCYJNA,Przedsiębiorstwo Handlu Sprzętem Rolniczym Agroma Spółka Akcyjna,32
PRZEDSIĘBIORSTWO HANDLU SPRZĘTEM ROLNICZYM AGROMA SPÓŁKA AKCYJNA,PRZEDSIĘBIORSTWO HANDLU SPRZĘTEM ROLNICZYM AGROMA SPÓŁKA AKCYJNA,32
"PRZEDSIĘBIORSTWO HANDLU ZAGRANICZNEGO SPÓŁDZIELNI MLECZARSKICH ""LACPOL""","PHZ SM ""LACPOL"" Sp. z o.o. Zakład w Gdyni",14
"PRZEDSIĘBIORSTWO HANDLU ZAGRANICZNEGO SPÓŁDZIELNI MLECZARSKICH ""LACPOL""",PHZ SM LACPOL Sp. z o.o. w Warszawie Zakład w Toruniu,14
PRZEDSIĘBIORSTWO JANAR JAN SZYBKO,Przedsiębiorstwo Janar Jan Szybko,02
PRZEDSIĘBIORSTWO JANAR JAN SZYBKO,PRZEDSIĘBIORSTWO JANAR JAN SZYBKO,02
PRZEDSIĘBIORSTWO KOMUNALNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Przedsiębiorstwo Komunalne Sp. z o.o.,10
PRZEDSIĘBIORSTWO KOMUNALNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Przedsiębiorstwo Komunalne Sp. z o.o.,20
PRZEDSIĘBIORSTWO KOMUNALNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Przedsiębiorstwo Komunalne Sp. z o.o. w Człuchowie,22
PRZEDSIĘBIORSTWO KOMUNALNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PRZEDSIĘBIORSTWO KOMUNALNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,20
PRZEDSIĘBIORSTWO KOMUNIKACJI MIEJSKIEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIAL,PRZEDSIĘBIORSTWO KOMUNIKACJI MIEJSKIEJ Sp. z o. o. ,24
PRZEDSIĘBIORSTWO KOMUNIKACJI MIEJSKIEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIAL,Przedsiębiorstwo Komunikacji Miejskiej Sp. z o.o.,24
